"","line","section_name","section_artist","song_name","artist_name","song_id"
"2114","Let the Christmas spirit ring","Verse 2","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2115","Later we'll have some pumpkin pie","Verse 2","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2116","And we'll do some caroling","Verse 2","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2117","You will get a sentimental feeling when you hear","Pre-Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2118","Voices singing, ""Let's be jolly","Pre-Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2119","Deck the halls with boughs of holly!""","Pre-Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2120","Rockin' around the Christmas tree","Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2121","Have a happy holiday","Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2122","Everyone's dancing merrily","Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2123","In the new old fashioned way","Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2124","You will get a sentimental feeling when you hear","Pre-Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2125","Voices singing, ""Let's be jolly","Pre-Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2126","Deck the halls with boughs of holly!""","Pre-Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2127","Rockin' around the Christmas tree","Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2128","Have a happy holiday","Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2129","Everyone's dancing merrily","Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2130","In the new old fashioned way","Chorus","Brenda Lee","Rockin’ Around The Christmas Tree","Brenda Lee","104606"
"2131","It was just two lovers","Verse 1","JVKE","golden hour","JVKE","8192862"
"2132","Sittin' in the car, listening to Blonde, fallin' for each other","Verse 1","JVKE","golden hour","JVKE","8192862"
"2133","Pink and orange skies, feelin' super childish, no Donald Glover","Verse 1","JVKE","golden hour","JVKE","8192862"
"2134","Missed call from my mother","Verse 1","JVKE","golden hour","JVKE","8192862"
"2135","Like, ""Where you at tonight?""","Verse 1","JVKE","golden hour","JVKE","8192862"
"2136","Got no alibi","Verse 1","JVKE","golden hour","JVKE","8192862"
"2137","I was all alone with the love of my life","Pre-Chorus","JVKE","golden hour","JVKE","8192862"
"2138","She's got glitter for skin","Pre-Chorus","JVKE","golden hour","JVKE","8192862"
"2139","My radiant beam in the night","Pre-Chorus","JVKE","golden hour","JVKE","8192862"
"2140","I don't need no light to see you","Pre-Chorus","JVKE","golden hour","JVKE","8192862"
"2141","Shine","Chorus","JVKE","golden hour","JVKE","8192862"
"2142","It's your golden hour (Oh-oh-oh)","Chorus","JVKE","golden hour","JVKE","8192862"
"2143","You slow down time","Chorus","JVKE","golden hour","JVKE","8192862"
"2144","In your golden hour (Oh-oh-oh)","Chorus","JVKE","golden hour","JVKE","8192862"
"2145","We were just two lovers","Verse 2","JVKE","golden hour","JVKE","8192862"
"2146","Feet up on the dash, drivin' nowhere fast, burnin' through the summer","Verse 2","JVKE","golden hour","JVKE","8192862"
"2147","Radio on blast, make the moment last, she got solar power","Verse 2","JVKE","golden hour","JVKE","8192862"
"2148","Minutes feel like hours","Verse 2","JVKE","golden hour","JVKE","8192862"
"2149","She knew she was the baddest","Verse 2","JVKE","golden hour","JVKE","8192862"
"2150","Can you even imagine fallin' like I did?","Verse 2","JVKE","golden hour","JVKE","8192862"
"2151","For the love of my life","Pre-Chorus","JVKE","golden hour","JVKE","8192862"
"2152","She's got glow on her face","Pre-Chorus","JVKE","golden hour","JVKE","8192862"
"2153","A glorious look in her eyes","Pre-Chorus","JVKE","golden hour","JVKE","8192862"
"2154","My angel of light","Pre-Chorus","JVKE","golden hour","JVKE","8192862"
"2155","I was all alone with the love of my life","Pre-Chorus","JVKE","golden hour","JVKE","8192862"
"2156","She's got glitter for skin","Pre-Chorus","JVKE","golden hour","JVKE","8192862"
"2157","My radiant beam in the night","Pre-Chorus","JVKE","golden hour","JVKE","8192862"
"2158","I don't need no light to see you","Pre-Chorus","JVKE","golden hour","JVKE","8192862"
"2159","Shine","Chorus","JVKE","golden hour","JVKE","8192862"
"2160","It's your golden hour (Oh-oh-oh)","Chorus","JVKE","golden hour","JVKE","8192862"
"2161","You slow down time","Chorus","JVKE","golden hour","JVKE","8192862"
"2162","In your golden hour (Oh-oh-oh)","Chorus","JVKE","golden hour","JVKE","8192862"
"2163","I was lost, you found a way to bring me back","Verse 1","Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2164","Needed forgiveness, you always gave me that","Verse 1","Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2165","Girl, I'm a witness of your love 'cause you don't be givin' up","Verse 1","Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2166","And it's crazy how you saved me","Verse 1","Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2167","Hand on the Bible","Pre-Chorus","Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2168","Don't know how I got you","Pre-Chorus","Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2169","But I couldn't ask for more","Pre-Chorus","Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2170","Girl, what we got's worth thanking God for","Pre-Chorus","Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2171","So thank God I get to wake up by your side","Chorus","Kane Brown, Kane Brown & Katelyn Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2172","And thank God your hand fits perfectly in mine","Chorus","Kane Brown, Kane Brown & Katelyn Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2173","And thank God you loved me when you didn't have to","Chorus","Kane Brown, Kane Brown & Katelyn Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2174","But you did and you do and He knew","Chorus","Kane Brown, Kane Brown & Katelyn Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2175","Thank God for giving me you (Hey, yeah)","Chorus","Kane Brown, Kane Brown & Katelyn Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2176","Thank God, thank God (Oh, yeah)","Chorus","Kane Brown, Kane Brown & Katelyn Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2177","For giving me you","Chorus","Kane Brown, Kane Brown & Katelyn Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2178","Never thought I'd find an angel undercover","Verse 2","Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2179","Made a change to everything from my hеart to my last name, hey","Verse 2","Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2180","Hard to tell whеn he fell that boy was Heaven sent","Verse 2","Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2181","And every night when I close my eyes before I say ""amen""","Verse 2","Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2182","I thank God I get to wake up by your side","Chorus","Kane Brown & Katelyn Brown, Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2183","And thank God your hand fits perfectly in mine","Chorus","Kane Brown & Katelyn Brown, Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2184","And thank God you loved me when you didn't have to","Chorus","Kane Brown & Katelyn Brown, Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2185","But you did and you do and He knew","Chorus","Kane Brown & Katelyn Brown, Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2186","Thank God for giving me you","Chorus","Kane Brown & Katelyn Brown, Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2187","Thank God, thank God, yeah, yeah","Chorus","Kane Brown & Katelyn Brown, Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2188","Thank God, ooh-ooh","Chorus","Kane Brown & Katelyn Brown, Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2189","Hand on the Bible","Pre-Chorus","Katelyn Brown & Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2190","Don't know how I got you","Pre-Chorus","Katelyn Brown & Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2191","I couldn't ask for more","Pre-Chorus","Katelyn Brown & Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2192","Girl, what we got's worth thanking God for","Pre-Chorus","Katelyn Brown & Kane Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2193","So thank God I get to wake up by your side","Chorus","Kane Brown & Katelyn Brown, Kane Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2194","And thank God your hand fits perfectly in mine","Chorus","Kane Brown & Katelyn Brown, Kane Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2195","And thank God you loved me when you didn't have to","Chorus","Kane Brown & Katelyn Brown, Kane Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2196","But you did and you do and He knew","Chorus","Kane Brown & Katelyn Brown, Kane Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2197","Thank God for giving me you","Chorus","Kane Brown & Katelyn Brown, Kane Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2198","Thank God, thank God","Chorus","Kane Brown & Katelyn Brown, Kane Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2199","Thank God, yeah, yeah, thank God","Chorus","Kane Brown & Katelyn Brown, Kane Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2200","Thank God for giving me you","Chorus","Kane Brown & Katelyn Brown, Kane Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2201","Thank God (Ooh), yeah, thank God (Oh)","Chorus","Kane Brown & Katelyn Brown, Kane Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2202","Thank God","Chorus","Kane Brown & Katelyn Brown, Kane Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2203","Thank God for giving me you","Chorus","Kane Brown & Katelyn Brown, Kane Brown, Katelyn Brown","Thank God","Kane Brown & Katelyn Brown","8035275"
"2204","I'll smile, I know what it takes to fool this town","Verse 1","Sia","Unstoppable","Sia","2404936"
"2205","I'll do it 'til the sun goes down and all through the night time","Verse 1","Sia","Unstoppable","Sia","2404936"
"2206","Oh, yeah","Verse 1","Sia","Unstoppable","Sia","2404936"
"2207","Oh, yeah, I'll tell you what you wanna hear","Verse 1","Sia","Unstoppable","Sia","2404936"
"2208","Keep my sunglasses on while I shed a tear","Verse 1","Sia","Unstoppable","Sia","2404936"
"2209","It's never the right time, yeah","Verse 1","Sia","Unstoppable","Sia","2404936"
"2210","I put my armor on, show you how strong I am","Pre-Chorus","Sia","Unstoppable","Sia","2404936"
"2211","I put my armor on, I'll show you that I am","Pre-Chorus","Sia","Unstoppable","Sia","2404936"
"2212","I'm unstoppable, I'm a Porsche with no brakes","Chorus","Sia","Unstoppable","Sia","2404936"
"2213","I'm invincible, yeah, I win every single game","Chorus","Sia","Unstoppable","Sia","2404936"
"2214","I'm so powerful, I don't need batteries to play","Chorus","Sia","Unstoppable","Sia","2404936"
"2215","I'm so confident, yeah, I'm unstoppable today","Chorus","Sia","Unstoppable","Sia","2404936"
"2216","Unstoppable today, unstoppable today","Chorus","Sia","Unstoppable","Sia","2404936"
"2217","Unstoppable today, I'm unstoppable today","Chorus","Sia","Unstoppable","Sia","2404936"
"2218","Break down, only alone I will cry out loud","Verse 2","Sia","Unstoppable","Sia","2404936"
"2219","You'll never see what's hiding out","Verse 2","Sia","Unstoppable","Sia","2404936"
"2220","Hiding out deep down (Yeah-yeah)","Verse 2","Sia","Unstoppable","Sia","2404936"
"2221","I know, I've heard that to let your feelings show","Verse 2","Sia","Unstoppable","Sia","2404936"
"2222","It's the only way to make friendships grow","Verse 2","Sia","Unstoppable","Sia","2404936"
"2223","But I'm too afraid now, yeah","Verse 2","Sia","Unstoppable","Sia","2404936"
"2224","I put my armor on, show you how strong I am","Pre-Chorus","Sia","Unstoppable","Sia","2404936"
"2225","I put my armor on, I'll show you that I am","Pre-Chorus","Sia","Unstoppable","Sia","2404936"
"2226","I'm unstoppable, I'm a Porsche with no brakes","Chorus","Sia","Unstoppable","Sia","2404936"
"2227","I'm invincible, yeah, I win every single game","Chorus","Sia","Unstoppable","Sia","2404936"
"2228","I'm so powerful, I don't need batteries to play","Chorus","Sia","Unstoppable","Sia","2404936"
"2229","I'm so confident, yeah, I'm unstoppable today","Chorus","Sia","Unstoppable","Sia","2404936"
"2230","Unstoppable today, unstoppable today","Chorus","Sia","Unstoppable","Sia","2404936"
"2231","Unstoppable today, I'm unstoppable today","Chorus","Sia","Unstoppable","Sia","2404936"
"2232","Unstoppable today, unstoppable today","Chorus","Sia","Unstoppable","Sia","2404936"
"2233","Unstoppable today, I'm unstoppable today","Chorus","Sia","Unstoppable","Sia","2404936"
"2234","I put my armor on, show you how strong I am","Bridge","Sia","Unstoppable","Sia","2404936"
"2235","I put my armor on, I'll show you that I am","Bridge","Sia","Unstoppable","Sia","2404936"
"2236","I'm unstoppable, I'm a Porsche with no brakes","Chorus","Sia","Unstoppable","Sia","2404936"
"2237","I'm invincible, yeah, I win every single game","Chorus","Sia","Unstoppable","Sia","2404936"
"2238","I'm so powerful, I don't need batteries to play","Chorus","Sia","Unstoppable","Sia","2404936"
"2239","I'm so confident, yeah, I'm unstoppable today","Chorus","Sia","Unstoppable","Sia","2404936"
"2240","Unstoppable today, unstoppable today","Chorus","Sia","Unstoppable","Sia","2404936"
"2241","Unstoppable today, I'm unstoppable today","Chorus","Sia","Unstoppable","Sia","2404936"
"2242","Unstoppable today, unstoppable today","Chorus","Sia","Unstoppable","Sia","2404936"
"2243","Unstoppable today, I'm unstoppable today","Chorus","Sia","Unstoppable","Sia","2404936"
"2244","You're talking shit for the hell of it","Verse 1","Taylor Swift","Karma","Taylor Swift","8485918"
"2245","Addicted to betrayal, but you're relevant","Verse 1","Taylor Swift","Karma","Taylor Swift","8485918"
"2246","You're terrified to look down","Verse 1","Taylor Swift","Karma","Taylor Swift","8485918"
"2247","'Cause if you dare, you'll see the glare","Verse 1","Taylor Swift","Karma","Taylor Swift","8485918"
"2248","Of everyone you burned just to get there","Verse 1","Taylor Swift","Karma","Taylor Swift","8485918"
"2249","It's coming back around","Verse 1","Taylor Swift","Karma","Taylor Swift","8485918"
"2250","And I keep my side of the street clean","Pre-Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2251","You wouldn't know what I mean","Pre-Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2252","'Cause karma is my boyfriend","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2253","Karma is a god","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2254","Karma is the breeze in my hair on the weekend","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2255","Karma's a relaxing thought","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2256","Aren't you envious that for you it's not?","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2257","Sweet like honey, karma is a cat","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2258","Purring in my lap 'cause it loves me","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2259","Flexing like a goddamn acrobat","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2260","Me and karma vibe like that","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2261","Spiderboy, king of thieves","Verse 2","Taylor Swift","Karma","Taylor Swift","8485918"
"2262","Weave your little webs of opacity","Verse 2","Taylor Swift","Karma","Taylor Swift","8485918"
"2263","My pennies made your crown","Verse 2","Taylor Swift","Karma","Taylor Swift","8485918"
"2264","Trick me once, trick me twice","Verse 2","Taylor Swift","Karma","Taylor Swift","8485918"
"2265","Don't you know that cash ain't the only price?","Verse 2","Taylor Swift","Karma","Taylor Swift","8485918"
"2266","It's coming back around","Verse 2","Taylor Swift","Karma","Taylor Swift","8485918"
"2267","And I keep my side of the street clean","Pre-Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2268","You wouldn't know what I mean","Pre-Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2269","'Cause karma is my boyfriend","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2270","Karma is a god","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2271","Karma is the breeze in my hair on the weekend","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2272","Karma's a relaxing thought","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2273","Aren't you envious that for you it's not?","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2274","Sweet like honey, karma is a cat","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2275","Purring in my lap 'cause it loves me","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2276","Flexing like a goddamn acrobat","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2277","Me and karma vibe like that","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2278","Ask me what I learned from all those years","Bridge","Taylor Swift","Karma","Taylor Swift","8485918"
"2279","Ask me what I earned from all those tears","Bridge","Taylor Swift","Karma","Taylor Swift","8485918"
"2280","Ask me why so many fade, but I'm still here","Bridge","Taylor Swift","Karma","Taylor Swift","8485918"
"2281","(I'm still here, I'm still here)","Bridge","Taylor Swift","Karma","Taylor Swift","8485918"
"2282","'Cause karma is the thunder","Breakdown","Taylor Swift","Karma","Taylor Swift","8485918"
"2283","Rattling your ground","Breakdown","Taylor Swift","Karma","Taylor Swift","8485918"
"2284","Karma's on your scent like a bounty hunter","Breakdown","Taylor Swift","Karma","Taylor Swift","8485918"
"2285","Karma's gonna track you down","Breakdown","Taylor Swift","Karma","Taylor Swift","8485918"
"2286","Step by step, from town to town","Breakdown","Taylor Swift","Karma","Taylor Swift","8485918"
"2287","Sweet like justice, karma is a queen","Breakdown","Taylor Swift","Karma","Taylor Swift","8485918"
"2288","Karma takes all my friends to the summit","Breakdown","Taylor Swift","Karma","Taylor Swift","8485918"
"2289","Karma is the guy on the screen","Breakdown","Taylor Swift","Karma","Taylor Swift","8485918"
"2290","Coming straight home to me","Breakdown","Taylor Swift","Karma","Taylor Swift","8485918"
"2291","'Cause karma is my boyfriend (Karma is my boyfriend)","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2292","Karma is a god","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2293","Karma is the breeze in my hair on the weekend (Weekend)","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2294","Karma's a relaxing thought","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2295","Aren't you envious that for you it's not?","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2296","Sweet like honey, karma is a cat","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2297","Purring in my lap 'cause it loves me","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2298","Flexing like a goddamn acrobat","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2299","Me and karma vibe like that","Chorus","Taylor Swift","Karma","Taylor Swift","8485918"
"2300","Karma is my boyfriend","Outro","Taylor Swift","Karma","Taylor Swift","8485918"
"2301","Karma is a god (Ah)","Outro","Taylor Swift","Karma","Taylor Swift","8485918"
"2302","Uh-huh, mm","Outro","Taylor Swift","Karma","Taylor Swift","8485918"
"2303","Karma's a relaxing thought","Outro","Taylor Swift","Karma","Taylor Swift","8485918"
"2304","(Hold me closer)","Intro","Elton John","Hold Me Closer","Elton John & Britney Spears","8269835"
"2305","(Hold me closer)","Intro","Elton John","Hold Me Closer","Elton John & Britney Spears","8269835"
"2306","(Hold me closer)","Intro","Elton John","Hold Me Closer","Elton John & Britney Spears","8269835"
"2307","(Hold me closer)","Intro","Elton John","Hold Me Closer","Elton John & Britney Spears","8269835"
"2308","I saw you dancin' out the ocean","Verse 1","Elton John & Britney Spears, Elton John","Hold Me Closer","Elton John & Britney Spears","8269835"
"2309","Runnin' fast along the sand","Verse 1","Elton John & Britney Spears, Elton John","Hold Me Closer","Elton John & Britney Spears","8269835"
"2310","A spirit born of earth and water","Verse 1","Elton John & Britney Spears, Elton John","Hold Me Closer","Elton John & Britney Spears","8269835"
"2311","Fire flyin' from your hands (Oh)","Verse 1","Elton John & Britney Spears, Elton John","Hold Me Closer","Elton John & Britney Spears","8269835"
"2312","Hold me closer, tiny dancer","Chorus","Elton John & Britney Spears, Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2313","Count the headlights on the highway","Chorus","Elton John & Britney Spears, Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2314","Lay me down in sheets of linen","Chorus","Elton John & Britney Spears, Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2315","You had a busy day today, oh","Chorus","Elton John & Britney Spears, Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2316","Hold me closer, hold me closer (Hold me closer)","Post-Chorus","Elton John & Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2317","Hold me closer, hold me closer","Post-Chorus","Elton John & Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2318","There are caravans we follow","Verse 2","Elton John, Britney Spears & Both","Hold Me Closer","Elton John & Britney Spears","8269835"
"2319","Drunken nights in dark hotels, baby (Yeah)","Verse 2","Elton John, Britney Spears & Both","Hold Me Closer","Elton John & Britney Spears","8269835"
"2320","When chances breathe between the silence","Verse 2","Elton John, Britney Spears & Both","Hold Me Closer","Elton John & Britney Spears","8269835"
"2321","Where sex and love no longer gel, oh","Verse 2","Elton John, Britney Spears & Both","Hold Me Closer","Elton John & Britney Spears","8269835"
"2322","Hold me closer, tiny dancer","Chorus","Elton John & Britney Spears, Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2323","Count the headlights on the highway (Yeah)","Chorus","Elton John & Britney Spears, Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2324","Lay me down in sheets of linen","Chorus","Elton John & Britney Spears, Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2325","You had a busy day today","Chorus","Elton John & Britney Spears, Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2326","Hold me closer, hold me closer (Baby, baby)","Post-Chorus","Elton John & Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2327","Hold me closer, hold me closer (Oh, yeah)","Post-Chorus","Elton John & Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2328","(Hold me closer)","Outro","Elton John & Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2329","(Hold me closer)","Outro","Elton John & Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2330","Hold me closer","Outro","Elton John & Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2331","(Hold me closer) Me closer, me closer","Outro","Elton John & Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2332","(Hold me closer) Mm, yeah","Outro","Elton John & Britney Spears","Hold Me Closer","Elton John & Britney Spears","8269835"
"2333","Ah, ah, ah, ah","Intro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2334","Ah, ah, ah","Intro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2335","I just wanna rock","Intro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2336","Body-ody, yeah (Shake it down)","Intro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2337","Damn","Chorus","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2338","Damn","Chorus","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2339","(MC, make another hit) Woah","Chorus","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2340","This ain't what you want (Project, Project X)","Chorus","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2341","This ain’t what you want","Chorus","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2342","This ain't what you want","Chorus","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2343","Ha, sixty in the Glock, I just wanna rock (Shake it down)","Verse","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2344","I just wanna, ah, ah, ah, ah, ah, ah, ah","Verse","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2345","I just wanna rock, body-ody, yeah (Shake it down)","Verse","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2346","Shawty got that body-ody, ah, ah, ah (Shake it down)","Verse","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2347","Hit her once, no ties (Shake it-shake it)","Verse","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2348","How the fuck you gon' kill my vibe? (Shake it down)","Verse","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2349","Stand on my money, don’t know my size (Shake it-shake it)","Verse","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2350","Pick them sides, and you better choose wisely  (Shake it-shake it down-down)","Verse","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2351","That's my high, one, two, three, four, throw up the five  (Shake it-shake it)","Verse","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2352","That's my high","Verse","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2353","Damn","Chorus","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2354","Damn (One, two, three, four, throw up the five)","Chorus","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2355","(MC, make another hit) Woah","Chorus","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2356","This ain't what you want (Project, Project X)","Chorus","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2357","This ain't what you want","Chorus","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2358","This ain't what you want","Chorus","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2359","Buh, buh, buh, buh (Down, down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2360","Buh, buh, buh, buh (Down, down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2361","Buh, buh, buh, buh (Down, down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2362","Buh, buh, buh, buh (Down, shake it down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2363","Buh, buh, buh, buh (Down, down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2364","Buh, buh, buh, buh (Down, down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2365","Buh, buh, buh, buh (Down, down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
